X,Y,OBJECTID,ID,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,NAICSDESCR
-84.1005004586246,35.9171339372411,150,10485293,PARKWEST MEDICAL CENTER,865-373-1000,9352 PARK WEST BOULEVARD, ,KNOXVILLE,TN,37923,4325,KNOX,47093,"LOCATED ON THE SOUTH SIDE OF PARK WEST BLVD, APPX .3 MI WEST OF N PARK 40 BLVD","HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-86.5117070704088,36.5572630848335,151,10485388,PORTLAND MEDICAL CENTER,615-325-7301,105 REDBUD DRIVE, ,PORTLAND,TN,37148,1673,SUMNER,47165,"LOCATED ON THE NORTH SIDE OF RED BUD DR, APPX .2 MI WEST OF S BROADWAY","HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-83.5124569439055,36.1093404920417,152,10485234,SAINT MARYS JEFFERSON MEMORIAL HOSPITAL,865-471-2500,110 HOSPITAL DRIVE, ,JEFFERSON CITY,TN,37760,5281,JEFFERSON,47089,"LOCATED ON THE SE SIDE OF HOSPITAL DR, LESS THAN .1 MI SE OF ANDREW JOHNSON HWY","HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-84.5158593966354,36.5043874290337,153,10485317,SAINT MARYS MEDICAL CENTER OF SCOTT COUNTY,423-569-8521,18797 ALBERTA STREET, ,ONEIDA,TN,37841,2127,SCOTT,47151,"ON THE W SIDE OF ALBERTA ST, NW OF THE INTERSECTION OF CHURCH ST AND ALBERTA ST","HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-89.8613655943004,35.1297655656863,154,10485343,BAPTIST MEMORIAL HOSPITAL - MEMPHIS / BAPTIST MEMORIAL RESTORATIVE CARE HOSPITAL,901-226-5000,6019 WALNUT GROVE ROAD, ,MEMPHIS,TN,38120,2113,SHELBY,47157,"ON THE S SIDE OF WALNUT GROVE RD, BETWEEN BRIERVIEW ST AND HUMPHREYS CTR","HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-86.7967143002882,36.2042381999331,155,10056559,FIRST HOSPITAL CORPORATION - NASHVILLE BEHAVIORAL HEALTH CENTER,615-228-4848,804 YOUNGS LANE, ,NASHVILLE,TN,37207,4828,DAVIDSON,47037,ON THE SOUTH SIDE OF YOUNGS LN BETWEEN FREE SILVER RD AND BAPTIST WORLD CENTER DR.,"HOSPITALS, PSYCHIATRIC (EXCEPT CONVALESCENT)"
-84.1444356483617,35.8985640129252,156,10485383,BAPTIST HOSPITAL - WEST,865-218-7011,10820 PARKSIDE DRIVE, ,KNOXVILLE,TN,37934,1956,KNOX,47093,"LOCATED ON THE SOUTH SIDE OF PARKSIDE DR, APPX .2 MI WEST OF LOVELL RD","HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-88.8316706949223,35.6366490624,157,10485336,JACKSON-MADISON COUNTY GENERAL HOSPITAL,731-541-5000,708 WEST FOREST AVENUE, ,JACKSON,TN,38301,3901,MADISON,47113,LOCATED ON THE NORTH SIDE OF W FOREST AVE BETWEEN EMERGENCY DR AND SUMMAR DR,"HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-89.5495744131027,35.7444339668377,158,10485306,BAPTIST MEMORIAL HOSPITAL - LAUDERDALE,731-221-2200,326 ASBURY AVENUE, ,RIPLEY,TN,38063,5577,LAUDERDALE,47097,LOCATED ON THE SOUTH SIDE OF ASBURY AVE APPROXIMATELY .25 MI NORTHEAST OF INTERSECTION OF US-51 AND ASBURY GLIMP RD,"HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-88.754048860691,35.9124440690857,159,10485236,MILAN GENERAL HOSPITAL,731-686-1591,4039 HIGHLAND STREET, ,MILAN,TN,38358,3485,GIBSON,47053,ON THE S CORNER OF W CUNNINGHAM ST AND HIGHLAND ST,"HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-89.3637636603074,35.2469038931714,160,10485298,METHODIST FAYETTE HOSPITAL,901-516-4000,214 LAKEVIEW DRIVE, ,SOMERVILLE,TN,38068,9737,FAYETTE,47047,LOCATED DIRECTLY ACROSS FROM THE T-INTERSECTION OF LAKE DR AND LAKEVIEW DR,"HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-86.4339982645428,36.3907923952704,161,10485351,SUMNER REGIONAL MEDICAL CENTER,615-452-4210,555 HARTSVILLE PIKE, ,GALLATIN,TN,37066,2400,SUMNER,47165,"LOCATED ON THE SW SIDE OF HARTSVILLE PIKE, BETWEEN STEAM PLANT RD AND EAST MAIN ST","HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-82.3728550359775,36.3110192460481,162,10483975,JAMES H QUILLEN MOUNTAIN HOME VETERANS AFFAIRS MEDICAL CENTER,423-926-1171,LAMONT STREET AND VETERANS WAY, ,MOUNTAIN HOME,TN,37684, ,WASHINGTON,47179,LOCATED IN THE SE CORNER OF VETERANS WAY AND LAMONT ST INTERSECTION.,"HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-83.9927714605408,35.9251766119206,163,10485387,LAKESHORE MENTAL HEALTH INSTITUTE,865-584-1561,5908 LYONS VIEW PIKE, ,KNOXVILLE,TN,37919,7520,KNOX,47093,"LOCATED ON THE SE SIDE OF LYONS VIEW PIKE, APPX .2 MI NE OF NORTHSHORE DR SW","HOSPITALS, MENTAL (EXCEPT MENTAL RETARDATION)"
-86.806169528388,36.1664640603734,164,10485272,METROPOLITAN NASHVILLE GENERAL HOSPITAL,615-341-4490,1818 ALBION STREET, ,NASHVILLE,TN,37208,2918,DAVIDSON,47037,LOCATED ON THE NORTHWEST CORNER OF DR DB TODD JR BLVD AND ALBION ST,"HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-87.7569024625176,35.3247875731054,165,10485361,WAYNE MEDICAL CENTER,931-722-5411,103 JV MANGUBAT DRIVE, ,WAYNESBORO,TN,38485, ,WAYNE,47181,LOCATED ON THE NORTHWEST SIDE OF JV MANGUBAT DR BETWEEN US-64 AND FAIRLANE DR,"HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-84.5510833619916,35.9350210594001,166,10485314,ROANE MEDICAL CENTER,865-882-1323,412 DEVONIA STREET, ,HARRIMAN,TN,37748,2009,ROANE,47145,LOCATED ON THE SOUTHEAST SIDE OF DEVONIA ST BETWEEN QUEEN ST AND WALDEN AVE,"HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-84.6073061055268,35.4409155185859,167,10485340,ATHENS REGIONAL MEDICAL CENTER,423-745-1411,1114 WEST MADISON AVENUE, ,ATHENS,TN,37303,4150,MCMINN,47107,LOCATED ON THE SOUTHEAST CORNER OF COOK DR AND WEST MADISON AVE,"HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-86.6083281931717,36.1762808177276,168,10483987,SUMMIT MEDICAL CENTER,615-316-3000,5655 FRIST BOULEVARD, ,HERMITAGE,TN,37076,2053,DAVIDSON,47037,"LOCATED APPROXIMATELY .1 MI EAST OF INTERSECTION OF STONE CREEK DR AND CENTRAL PIKE, ON THE NORTH SIDE OF CENTRAL PIKE","HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-86.8490854589126,36.181830139168,169,10485274,KINDRED HOSPITAL - NASHVILLE,615-687-2600,1412 COUNTY HOSPITAL ROAD, ,NASHVILLE,TN,37218,3007,DAVIDSON,47037,"LOCATED ON THE SOUTH SIDE OF COUNTY HOSPITAL RD, LESS THAN .1 MI WEST OF INTERSECTION OF CAMILLA CALDWELL LN AND COUNTY HOSPITAL RD","HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-86.8003566057682,36.1431056653355,170,10485282,VANDERBILT UNIVERSITY HOSPITAL,615-322-3454,1161 21ST AVENUE SOUTH, ,NASHVILLE,TN,37232,0011,DAVIDSON,47037,"LOCATED ON THE WEST SIDE OF 21ST AVE S, LESS THAN .1 MI SOUTH OF INTERSECTION OF EDGEHILL AVE AND 21ST AVE S","HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-86.8013427600374,36.1525931008551,171,10485280,SELECT SPECIALTY HOSPITAL - NASHVILLE,615-284-4599,2000 HAYES STREET, ,NASHVILLE,TN,37203,2318,DAVIDSON,47037,LOCATED ON THE NORTHWEST SIDE OF 20TH AVE AND HAYES ST,"HOSPITALS, SPECIALTY (EXCEPT PSYCHIATRIC, SUBSTANCE ABUSE)"
-85.2377761604066,35.1246782853275,172,10485228,MEMORIAL NORTH PARK HOSPITAL,423-495-7100,2051 HAMILL ROAD, ,HIXSON,TN,37343,6606,HAMILTON,47065,ON THE NW CORNER OF HAMILL RD AND OLD GODSEY LN,"HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-86.806678741608,36.1540848665597,173,10485399,THE WOMENS HOSPITAL AT CENTENNIAL MEDICAL CENTER,615-342-1000,2221 MURPHY AVENUE, ,NASHVILLE,TN,37203,1825,DAVIDSON,47037,LOCATED ON THE SOUTHEAST SIDE OF MURPHY AVE BETWEEN 23RD AVE N AND 22ND AVE N,"HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-87.2705858607662,36.581932643726,174,10485308,GATEWAY MEDICAL CENTER,931-502-1000,651 DUNLOP LANE, ,CLARKSVILLE,TN,37040,5015,MONTGOMERY,47125,LOCATED ON THE NORTHEAST SIDE OF DUNLOP LN APPROXIMATELY .3 MI NORTHWEST OF INTERSECTION OF I-24 AND DUNLOP LN,"HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-83.9275195472138,35.9925599112626,175,10485296,SAINT MARYS MEDICAL CENTER,865-545-8000,900 EAST OAK HILL AVENUE, ,KNOXVILLE,TN,37917,4505,KNOX,47093,"LOCATED ON THE NORTHEAST SIDE OF HURON ST, DIRECTLY ACROSS FROM EAST OAK HILL AVE","HOSPITALS, GENERAL MEDICAL AND SURGICAL"
-86.0841454575122,35.4688786942239,176,10485267,UNITED REGIONAL MEDICAL CENTER,931-728-3586,1001 MCARTHUR STREET, ,MANCHESTER,TN,37355,2419,COFFEE,47031,ON E SIDE OF MCARTHUR ST BETWEEN PARKS ST AND KEYLON ST,"HOSPITALS, GENERAL MEDICAL AND SURGICAL"
